SITC Categories,Item Cat 1,Item Cat 2
Machinery and transport equipment,"General industrial machinery and equipment, machine parts",Moulding patterns
Machinery and transport equipment,"General industrial machinery and equipment, machine parts",Injection- or compression-types of moulds for metals or metal carbides
Machinery and transport equipment,"General industrial machinery and equipment, machine parts",Other moulds for metals or metal carbides
Machinery and transport equipment,"General industrial machinery and equipment, machine parts",Moulds for glass
Machinery and transport equipment,"General industrial machinery and equipment, machine parts",Moulds for mineral materials 
Machinery and transport equipment,"General industrial machinery and equipment, machine parts",Injection- or compression-types of moulds for rubber or plastics
Machinery and transport equipment,"General industrial machinery and equipment, machine parts",Other moulds for rubber or plastics
Machinery and transport equipment,"General industrial machinery and equipment, machine parts","Gaskets and similar joints of metal sheeting combined with other material or of two or more layers of metal; sets or assortments of gaskets and similar joints, dissimilar in composition, put up in pouches, envelopes or similar packings; mechanical seals"
Machinery and transport equipment,"General industrial machinery and equipment, machine parts",Ships' or boats' propellers and blades therefor
Machinery and transport equipment,"General industrial machinery and equipment, machine parts","Other machinery parts, not containing electrical connectors, insulators, coils, contacts or other electrical features "
Machinery and transport equipment,Office machines and automatic data-processing machines,Typewriters (other than printers); word-processing machines
Machinery and transport equipment,Office machines and automatic data-processing machines,"Electronic calculators capable of operation without an external source of electric power and pocket-size data recording, reproducing and displaying machines with calculating functions"
Machinery and transport equipment,Office machines and automatic data-processing machines,Other calculating machines
Machinery and transport equipment,Office machines and automatic data-processing machines,Cash registers 
Machinery and transport equipment,Office machines and automatic data-processing machines,"Accounting machines, postage-franking, ticket-issuing and similar machines, incorporating a calculating device"
Machinery and transport equipment,Office machines and automatic data-processing machines,Duplicating machines
Machinery and transport equipment,Office machines and automatic data-processing machines,"Machines for sorting or folding mail or for inserting mail in envelopes or bands, machines for opening, closing or sealing mail and machines for affixing or canceling postage stamps "
