SITC Categories,Item Cat 1,Item Cat 2
Machinery and transport equipment,Machinery specialized for particular industries,"Printing type, blocks, plates, cylinders and other printing components; blocks, plates, cylinders and lithographic stones, prepared for printing purposes (e.g., planed, grained or polished) "
Machinery and transport equipment,Machinery specialized for particular industries,"Offset printing machinery, reel-fed "
Machinery and transport equipment,Machinery specialized for particular industries,"Offset printing machinery, sheet-fed, office-type (sheet size not exceeding 22 x 36 cm) "
Machinery and transport equipment,Machinery specialized for particular industries,Letterpress printing machinery (excluding flexographic printing) 
Machinery and transport equipment,Machinery specialized for particular industries,Flexographic printing machinery
Machinery and transport equipment,Machinery specialized for particular industries,Gravure printing machinery
Machinery and transport equipment,Machinery specialized for particular industries,"Other printing machinery, n.e.s."
Machinery and transport equipment,Machinery specialized for particular industries,Bookbinding machinery (including book-sewing machines)
Machinery and transport equipment,Machinery specialized for particular industries,Parts for bookbinding machinery
Machinery and transport equipment,Machinery specialized for particular industries,"Parts for the machinery, apparatus and equipment for type-founding or typesetting, for preparing or making printing blocks, plates, cylinders or other printing components"
Machinery and transport equipment,Machinery specialized for particular industries,Parts for offset printing machinery and other printing machinery n.e.s.
Machinery and transport equipment,Machinery specialized for particular industries,Machinery used in the milling industry or for the working of cereals or dried leguminous vegetables (other than farm-type machinery)
Machinery and transport equipment,Machinery specialized for particular industries,"Parts for the machines for cleaning, sorting or grading seed, grain or dried leguminous vegetables; parts for machinery used in the milling industry or for the working of cereals or dried leguminous vegetables (other than farm-type machinery)"
Machinery and transport equipment,Machinery specialized for particular industries,Machinery for the extraction or preparation of animal or fixed vegetable fats and oils
Machinery and transport equipment,Machinery specialized for particular industries,"Machinery, n.e.s., for the industrial preparation or manufacture of food or drink"
Machinery and transport equipment,Machinery specialized for particular industries,Parts for the food-processing machinery for the industrial preparation or manufacture of food or drink
Machinery and transport equipment,Machinery specialized for particular industries,"Machine tools for working stone, ceramics, concrete, asbestos-cement or like mineral materials or for cold-working glass"
Machinery and transport equipment,Machinery specialized for particular industries,"Machine tools (including machines for nailing, stapling, gluing or otherwise assembling) for working wood, cork, bone, hard rubber, hard plastics or similar hard materials"
Machinery and transport equipment,Machinery specialized for particular industries,"Parts and accessories suitable for use solely or principally with the machine tools specialised for working stone, ceramics, concrete, asbestos-cement or like mineral materials or for cold-working glass; wood, cork, bone, hard rubber, hard plastics or similar hard materials"
Machinery and transport equipment,Machinery specialized for particular industries,"Machines and apparatus of a kind used solely or principally for the manufacture of semiconductor boules or wafers, semiconductor devices, electronic integrated circuits or flat panel displays "
Machinery and transport equipment,Machinery specialized for particular industries,"Machines and apparatus solely or principally of a kind used for the manufacture or repair of masks and reticles, assembling semiconductor devices or electronic integrated circuits and lifting, handling, loading and unloading of boules, wafers, semiconductor devices, electronic integrated circuits and flat panel displays"
Machinery and transport equipment,Machinery specialized for particular industries,"Parts and accessories of machines and apparatus of a kind used solely or principally for the manufacture of semiconductor boules or wafers, semiconductor devices, electronic integrated circuits or flat panel displays"
Machinery and transport equipment,Machinery specialized for particular industries,"Machinery for sorting, screening, separating or washing earth, stone, ores or other mineral substances in solid (including powder or paste) form"
Machinery and transport equipment,Machinery specialized for particular industries,"Machinery for crushing or grinding earth, stone, ores or other mineral substances in solid (including powder or paste) form"
Machinery and transport equipment,Machinery specialized for particular industries,"Machinery for mixing or kneading earth, stone, ores or other mineral substances in solid (including powder or paste) form "
Machinery and transport equipment,Machinery specialized for particular industries,"Machinery for agglomerating, shaping or moulding solid mineral fuels, ceramic paste, unhardened cements, plastering materials or other mineral products in powder or paste form; machines for forming foundry moulds of sand"
Machinery and transport equipment,Machinery specialized for particular industries,"Parts of the machinery for sorting, screening, separating, washing, crushing, grinding, mixing or kneading earth, stone, ores or other mineral substances, in solid (including powder or paste) form; for agglomerating, shaping or moulding solid mineral fuels, ceramic paste, unhardened cements, plastering materials or other mineral products in powder or paste form; for forming foundry moulds of sand"
Machinery and transport equipment,Machinery specialized for particular industries,"Machines for assembling electric or electronic lamps, tubes or valves or flash bulbs, in glass envelopes; machines for manufacturing or hot-working glass or glassware"
Machinery and transport equipment,Machinery specialized for particular industries,"Machinery for working rubber or plastics or for the manufacture of products from these materials, n.e.s."
Machinery and transport equipment,Machinery specialized for particular industries,"Machinery for preparing or making up tobacco, n.e.s."
Machinery and transport equipment,Machinery specialized for particular industries,"Presses for the manufacture of particle board or fibre building board of wood or other ligneous material and other machinery for treating wood or cork, n.e.s."
Machinery and transport equipment,Machinery specialized for particular industries,"Machinery for treating metal (including electric wire coil- winders), n.e.s."
Machinery and transport equipment,Machinery specialized for particular industries,"Machinery and apparatus for isotopic separation and parts thereof, n.e.s."
Machinery and transport equipment,Machinery specialized for particular industries,"Machines and mechanical appliances having individual functions, n.e.s."
Machinery and transport equipment,Machinery specialized for particular industries,"Parts for the machines for assembling electric or electronic lamps, tubes or valves or flash bulbs, in glass envelopes; machines for manufacturing or hot-working glass or glassware"
Machinery and transport equipment,Machinery specialized for particular industries,"Parts for the machines for working rubber or plastics or for the manufacture of products from these materials, n.e.s."
Machinery and transport equipment,Machinery specialized for particular industries,"Parts for the machines for preparing or making up tobacco, n.e.s."
Machinery and transport equipment,Machinery specialized for particular industries,"Parts, n.e.s., of machinery for public works, building or the like; of machinery for the extraction or preparation of animal or fixed vegetable fats and oils; of machinery for presses for the manufacture of particle board or fibre building board of wood or other ligneous material and other machinery for treating wood or cork; of machinery for treating metal n.e.s.; of machinery and mechanical appliances having individual functions, n.e.s."
Machinery and transport equipment,Metalworking machinery,"Machine tools for working any material by removal of material, by laser or other light or photon beam, ultrasonic, electro-discharge, electro-chemical, electron beam, ionic beam or plasma-arc processes"
Machinery and transport equipment,Metalworking machinery,"Machine tools for working any material by removal of material, operated by laser or other light or photon beam processes"
Machinery and transport equipment,Metalworking machinery,"Machine tools for working any material by removal of material, operated by ultrasonic processes"
Machinery and transport equipment,Metalworking machinery,"Machine tools for working any material by removal of material, operated by electro-discharge processes"
Machinery and transport equipment,Metalworking machinery,"Machine tools for working any material by removal of material, operated by electro-chemical, electron beam, ionic beam or plasma-arc processes "
Machinery and transport equipment,Metalworking machinery,Machining centres
Machinery and transport equipment,Metalworking machinery,Unit construction machines (single station) 
Machinery and transport equipment,Metalworking machinery,Multi-station transfer machines
Machinery and transport equipment,Metalworking machinery,"Horizontal lathes, numerically controlled"
Machinery and transport equipment,Metalworking machinery,"Other lathes, numerically controlled"
Machinery and transport equipment,Metalworking machinery,Other horizontal lathes
Machinery and transport equipment,Metalworking machinery,"Lathes, n.e.s."
Machinery and transport equipment,Metalworking machinery,Way-type unit head machines
Machinery and transport equipment,Metalworking machinery,"Other drilling machines, numerically controlled"
Machinery and transport equipment,Metalworking machinery,"Drilling machines, n.e.s."
Machinery and transport equipment,Metalworking machinery,"Other boring- milling machines, numerically controlled"
Machinery and transport equipment,Metalworking machinery,"Boring- milling machines, n.e.s."
Machinery and transport equipment,Metalworking machinery,Other boring machines
Machinery and transport equipment,Metalworking machinery,"Milling machines, knee-type, numerically controlled"
Machinery and transport equipment,Metalworking machinery,Other knee-type milling machines
Machinery and transport equipment,Metalworking machinery,"Other milling machines, numerically controlled"
Machinery and transport equipment,Metalworking machinery,"Milling machines, n.e.s."
Machinery and transport equipment,Metalworking machinery,Other threading or tapping machines
Machinery and transport equipment,Metalworking machinery,"Flat-surface grinding machines, numerically controlled, in which the positioning in any one axis can be set up to an accuracy of at least 0.01 mm"
Machinery and transport equipment,Metalworking machinery,"Non-numerically controlled flat-surface grinding machines, in which the positioning in any one axis can be set up to an accuracy of at least 0.01 mm"
Machinery and transport equipment,Metalworking machinery,"Other grinding machines, numerically controlled, in which the positioning in any one axis can be set up to an accuracy of at least 0.01 mm"
Machinery and transport equipment,Metalworking machinery,"Grinding machines, n.e.s., in which the positioning in any one axis can be set up to an accuracy of at least 0.01 mm "
Machinery and transport equipment,Metalworking machinery,"Sharpening (tool- or cutter-grinding) machines, numerically controlled"
Machinery and transport equipment,Metalworking machinery,Other sharpening (tool- or cutter-grinding) machines
Machinery and transport equipment,Metalworking machinery,Honing or lapping machines 
Machinery and transport equipment,Metalworking machinery,"Machine tools for deburring, polishing, or otherwise finishing metal, sintered metal carbides or cermets by means of grinding stones, abrasives or polishing products, n.e.s. "
Machinery and transport equipment,Metalworking machinery,Shaping or slotting machines
Machinery and transport equipment,Metalworking machinery,Broaching machines
Machinery and transport equipment,Metalworking machinery,"Gear-cutting, gear- grinding or gear- finishing machines"
Machinery and transport equipment,Metalworking machinery,Sawing or cutting-off machines
Machinery and transport equipment,Metalworking machinery,"Machine tools for planning and other machine tools working by removing metal, sintered metal carbides or cermets, n.e.s. "
Machinery and transport equipment,Metalworking machinery,Forging or die-stamping machines (including presses) and hammers
Machinery and transport equipment,Metalworking machinery,"Bending, folding, straightening or flattening machines (including presses), numerically controlled"
Machinery and transport equipment,Metalworking machinery,"Bending, folding, straightening or flattening machines (including presses), not numerically controlled"
Machinery and transport equipment,Metalworking machinery,"Shearing machines (including presses), other than combined punching and shearing machines, numerically controlled"
Machinery and transport equipment,Metalworking machinery,"Shearing machines (including presses), other than combined punching and shearing machines, not numerically controlled "
Machinery and transport equipment,Metalworking machinery,"Punching or notching machines (including presses), including combined punching and shearing machines, numerically controlled"
Machinery and transport equipment,Metalworking machinery,"Punching or notching machines (including presses), including combined punching and shearing machines, not numerically controlled"
Machinery and transport equipment,Metalworking machinery,"Presses for working metal or metal carbides, n.e.s. "
Machinery and transport equipment,Metalworking machinery,"Draw benches for bars, tubes, profiles, wire or the like"
Machinery and transport equipment,Metalworking machinery,Thread-rolling machines 
Machinery and transport equipment,Metalworking machinery,Machines for working wire
Machinery and transport equipment,Metalworking machinery,"Machine tools for working metal, sintered metal carbides or cermets, without removing material, n.e.s. "
Machinery and transport equipment,Metalworking machinery,Tool holders and self-opening die-heads
Machinery and transport equipment,Metalworking machinery,Work holders 
Machinery and transport equipment,Metalworking machinery,Dividing heads and other special attachments for machine tools
Machinery and transport equipment,Metalworking machinery,"Parts, n.e.s., and accessories suitable for use solely or principally with the machine tools working by removing metal or other material"
Machinery and transport equipment,Metalworking machinery,"Parts, n.e.s., and accessories suitable for use solely or principally with the machine tools for working metal, sintered metal carbides or cermets, without removing material"
Machinery and transport equipment,Metalworking machinery,"Converters, ingot moulds and ladles "
Machinery and transport equipment,Metalworking machinery,Casting machines
Machinery and transport equipment,Metalworking machinery,"Parts of converters, ladles, ingot moulds and casting machines of a kind used in metallurgy or in metal foundries and parts thereof, n.e.s."
Machinery and transport equipment,Metalworking machinery,Metal-rolling mills
Machinery and transport equipment,Metalworking machinery,Rolls and other parts for metal-rolling mills 
Machinery and transport equipment,Metalworking machinery,Soldering irons and guns
Machinery and transport equipment,Metalworking machinery,Other brazing or soldering machines and apparatus
Machinery and transport equipment,Metalworking machinery,"Machines and apparatus for resistance welding of metal, fully or partly automatic"
Machinery and transport equipment,Metalworking machinery,Other machines and apparatus for resistance welding of metal
Machinery and transport equipment,Metalworking machinery,"Machines and apparatus for arc (including plasma-arc) welding of metal, fully or partly automatic"
Machinery and transport equipment,Metalworking machinery,Other machines and apparatus for arc welding of metal
Machinery and transport equipment,Metalworking machinery,Other metal-working machines and apparatus
Machinery and transport equipment,Metalworking machinery,"Parts for the machines and apparatus of electric (including electrically heated gas), laser or other light or photon beam, ultrasonic, electron beam, magnetic pulse or plasma-arc soldering, brazing or welding machines and apparatus, whether or not capable of cutting; electric machines and apparatus for hot-spraying of metals or sintered metal carbides; parts thereof, n.e.s."
Machinery and transport equipment,Metalworking machinery,Hand-held blowpipes
Machinery and transport equipment,Metalworking machinery,Other gas-operated machinery and apparatus
Machinery and transport equipment,Metalworking machinery,"Other machinery and apparatus for soldering, brazing or welding, whether or not capable of cutting; gas-operated surface-tempering machines and appliances; parts thereof, n.e.s."
Machinery and transport equipment,Metalworking machinery,"Parts for the machinery and apparatus for soldering, brazing or welding, whether or not capable of cutting; gas-operated surface-tempering machines and appliances; parts thereof, n.e.s."
Machinery and transport equipment,"General industrial machinery and equipment, machine parts",Furnace burners for liquid fuel
Machinery and transport equipment,"General industrial machinery and equipment, machine parts",Other furnace burners (including combination burners)
Machinery and transport equipment,"General industrial machinery and equipment, machine parts"," Mechanical stokers, including their mechanical grates, mechanical ash dischargers and similar appliances"
Machinery and transport equipment,"General industrial machinery and equipment, machine parts","Parts for the burners and other articles of furnace burners for liquid fuel, for pulverized solid fuel or for gas; mechanical stokers, including their mechanical grates, mechanical ash dischargers and similar appliances; parts thereof, n.e.s."
Machinery and transport equipment,"General industrial machinery and equipment, machine parts","Resistance- heated furnaces and ovens, electric"
Machinery and transport equipment,"General industrial machinery and equipment, machine parts",Induction or dielectric furnaces and ovens 
Machinery and transport equipment,"General industrial machinery and equipment, machine parts",Other electric furnaces and ovens
Machinery and transport equipment,"General industrial machinery and equipment, machine parts",Other induction or dielectric heating equipment
Machinery and transport equipment,"General industrial machinery and equipment, machine parts",Parts for the equipment of electric furnaces and ovens
Machinery and transport equipment,"General industrial machinery and equipment, machine parts","Furnaces and ovens for the roasting, melting or other heat- treatment of ores, pyrites or of metals, non-electric"
Machinery and transport equipment,"General industrial machinery and equipment, machine parts","Bakery ovens (including biscuit ovens), non-electric"
Machinery and transport equipment,"General industrial machinery and equipment, machine parts",Other non-electric furnaces and ovens (including incinerators)
Machinery and transport equipment,"General industrial machinery and equipment, machine parts",Parts for non-electric furnaces and ovens
Machinery and transport equipment,"General industrial machinery and equipment, machine parts","Refrigerating or freezing chests (other than household-type), cabinets, display counters, showcases and similar refrigerating or freezing furniture"
Machinery and transport equipment,"General industrial machinery and equipment, machine parts",Other refrigerating or freezing equipment; heat pumps
Machinery and transport equipment,"General industrial machinery and equipment, machine parts","Parts of refrigerators, freezers and other refrigerating or freezing equipment (electric or other)"
Machinery and transport equipment,"General industrial machinery and equipment, machine parts","Air-conditioning machines, window or wall-types, self-contained or ""split-system"" "
Machinery and transport equipment,"General industrial machinery and equipment, machine parts","Other air-conditioning machines, including machines in which the humidity cannot be separately regulated"
Machinery and transport equipment,"General industrial machinery and equipment, machine parts",Parts for air-conditioning machines
Machinery and transport equipment,"General industrial machinery and equipment, machine parts","Producer gas or water gas generators, with or without their purifiers; acetylene gas generators and similar water process gas generators, with or without their purifiers"
Machinery and transport equipment,"General industrial machinery and equipment, machine parts","Parts for the producer gas or water gas generators, with or without their purifiers; acetylene gas generators and similar water process gas generators, with or without their purifiers"
Machinery and transport equipment,"General industrial machinery and equipment, machine parts",Distilling or rectifying plant
Machinery and transport equipment,"General industrial machinery and equipment, machine parts",Heat-exchange units
Machinery and transport equipment,"General industrial machinery and equipment, machine parts",Machinery for liquefying air or other gases
Machinery and transport equipment,"General industrial machinery and equipment, machine parts",Instantaneous gas water-heaters
Machinery and transport equipment,"General industrial machinery and equipment, machine parts","Other instantaneous or storage water-heaters, non-electric"
Machinery and transport equipment,"General industrial machinery and equipment, machine parts","Medical, surgical or laboratory sterilizers"
Machinery and transport equipment,"General industrial machinery and equipment, machine parts",Driers for agricultural products 
Machinery and transport equipment,"General industrial machinery and equipment, machine parts","Driers for wood, paper pulp, paper or paperboard"
Machinery and transport equipment,"General industrial machinery and equipment, machine parts","Driers, n.e.s."
Machinery and transport equipment,"General industrial machinery and equipment, machine parts",Machinery for making hot drinks or for cooking or heating food 
Machinery and transport equipment,"General industrial machinery and equipment, machine parts","Other machinery, plant or equipment"
Machinery and transport equipment,"General industrial machinery and equipment, machine parts","Parts, n.e.s., for the machinery for distilling or rectifying plant, heat-exchange units and machinery for liquefying air or other gases; and for other machinery, plant and similar laboratory equipment, whether or not electrically heated, for the treatment of materials by a process involving a change of temperature, not being machinery or plant of a kind used for domestic purposes; instantaneous or storage water-heaters, non-electric"
Machinery and transport equipment,"General industrial machinery and equipment, machine parts","Pumps for dispensing fuel or lubricants, of the type used in filling stations or in garages, fitted or designed to be fitted with a measuring device. "
Machinery and transport equipment,"General industrial machinery and equipment, machine parts",Other pumps fitted or designed to be fitted with a measuring device
Machinery and transport equipment,"General industrial machinery and equipment, machine parts","Fuel, lubricating or cooling medium pumps for internal combustion piston engines "
Machinery and transport equipment,"General industrial machinery and equipment, machine parts",Concrete pumps
Machinery and transport equipment,"General industrial machinery and equipment, machine parts","Reciprocating positive displacement pumps, n.e.s. Rotary positive displacement pumps, n.e.s. Centrifugal pumps, n.e.s."
Machinery and transport equipment,"General industrial machinery and equipment, machine parts","Pumps for liquids, n.e.s., and liquid elevators"
Machinery and transport equipment,"General industrial machinery and equipment, machine parts","Pumps for liquids, n.e.s."
Machinery and transport equipment,"General industrial machinery and equipment, machine parts",Liquid elevators
Machinery and transport equipment,"General industrial machinery and equipment, machine parts",Parts of pumps fitted or designed to be fitted with a measuring device
Machinery and transport equipment,"General industrial machinery and equipment, machine parts",Parts of liquid elevators fitted or designed to be fitted with a measuring device
Machinery and transport equipment,"General industrial machinery and equipment, machine parts",Vacuum pumps 
Machinery and transport equipment,"General industrial machinery and equipment, machine parts",Hand- or foot-operated air pumps
Machinery and transport equipment,"General industrial machinery and equipment, machine parts",Compressors of a kind used in refrigerating equipment 
Machinery and transport equipment,"General industrial machinery and equipment, machine parts",Air compressors mounted on a wheeled chassis for towing
Machinery and transport equipment,"General industrial machinery and equipment, machine parts","Other air or vacuum pumps, air or other gas compressors, ventilating or recycling hoods (other than cooker hoods) incorporating a fan"
Machinery and transport equipment,"General industrial machinery and equipment, machine parts","Table, floor, wall, window, ceiling or roof fans with self- contained electric motor of an output not exceeding 125 W"
Machinery and transport equipment,"General industrial machinery and equipment, machine parts",Other fans and cooker hoods incorporating a fan
Machinery and transport equipment,"General industrial machinery and equipment, machine parts",Hoods having a maximum horizontal side not exceeding 120 cm
Machinery and transport equipment,"General industrial machinery and equipment, machine parts",Cream separators 
Machinery and transport equipment,"General industrial machinery and equipment, machine parts",Clothes driers
Machinery and transport equipment,"General industrial machinery and equipment, machine parts",Other centrifuges
Machinery and transport equipment,"General industrial machinery and equipment, machine parts",Machinery and apparatus for filtering or purifying water
Machinery and transport equipment,"General industrial machinery and equipment, machine parts",Machinery and apparatus for filtering or purifying beverages other than water
Machinery and transport equipment,"General industrial machinery and equipment, machine parts",Oil or petrol filters for internal combustion engines
Machinery and transport equipment,"General industrial machinery and equipment, machine parts",Intake air filters for internal combustion engines
Machinery and transport equipment,"General industrial machinery and equipment, machine parts","Filtering or purifying machinery and apparatus, for liquids, n.e.s."
Machinery and transport equipment,"General industrial machinery and equipment, machine parts","Filtering or purifying machinery and apparatus, for gases, n.e.s."
Machinery and transport equipment,"General industrial machinery and equipment, machine parts","Parts for pumps, compressors, fans and hoods"
Machinery and transport equipment,"General industrial machinery and equipment, machine parts",Parts of the machines and apparatus of centrifuges (including centrifugal driers)
Machinery and transport equipment,"General industrial machinery and equipment, machine parts",Parts of the machines and apparatus of filtering or purifying machinery and apparatus
Machinery and transport equipment,"General industrial machinery and equipment, machine parts","Self-propelled trucks powered by an electric motor, fitted with lifting or handling equipment"
Machinery and transport equipment,"General industrial machinery and equipment, machine parts",Other self-propelled trucks fitted with lifting or handling equipment 
Machinery and transport equipment,"General industrial machinery and equipment, machine parts",Other works trucks fitted with lifting or handling equipment
Machinery and transport equipment,"General industrial machinery and equipment, machine parts","Works trucks, electrical, self-propelled, not fitted with lifting or handling equipment"
Machinery and transport equipment,"General industrial machinery and equipment, machine parts","Other self-propelled works trucks, not fitted with lifting or handling equipment; tractors of the type used on railway station platforms "
Machinery and transport equipment,"General industrial machinery and equipment, machine parts","Parts of the trucks and tractors, self-propelled, not fitted with lifting or handling equipment"
Machinery and transport equipment,"General industrial machinery and equipment, machine parts",Pulley tackle and hoists (other than skip hoists or hoists of a kind used for raising vehicles)
Machinery and transport equipment,"General industrial machinery and equipment, machine parts",Other winches; capstans
Machinery and transport equipment,"General industrial machinery and equipment, machine parts",Overhead travelling cranes on fixed support
Machinery and transport equipment,"General industrial machinery and equipment, machine parts",Mobile lifting frames on tyres and straddle carriers
Machinery and transport equipment,"General industrial machinery and equipment, machine parts","Other overhead travelling cranes, transporter cranes, gantry cranes, bridge cranes and other mobile lifting frames"
Machinery and transport equipment,"General industrial machinery and equipment, machine parts",Tower cranes
Machinery and transport equipment,"General industrial machinery and equipment, machine parts",Portal or pedestal jib cranes
Machinery and transport equipment,"General industrial machinery and equipment, machine parts","Other machinery, self-propelled"
Machinery and transport equipment,"General industrial machinery and equipment, machine parts","Other machinery, not self-propelled"
Machinery and transport equipment,"General industrial machinery and equipment, machine parts",Built- in jacking systems of a type used in garages
Machinery and transport equipment,"General industrial machinery and equipment, machine parts","Other jacks and hoists, hydraulic"
Machinery and transport equipment,"General industrial machinery and equipment, machine parts","Other ships' derricks; cranes (including cable cranes); mobile lifting frames, straddle carriers and works trucks fitted with a crane"
Machinery and transport equipment,"General industrial machinery and equipment, machine parts",Pneumatic elevators and conveyers
Machinery and transport equipment,"General industrial machinery and equipment, machine parts","Other continuous-action elevators and conveyors, specially designed for underground use"
Machinery and transport equipment,"General industrial machinery and equipment, machine parts","Other continuous-action elevators and conveyors, bucket-type"
Machinery and transport equipment,"General industrial machinery and equipment, machine parts","Other continuous-action elevators and conveyors, belt-type"
Machinery and transport equipment,"General industrial machinery and equipment, machine parts","Continuous-action elevators and conveyers for goods or materials, n.e.s."
Machinery and transport equipment,"General industrial machinery and equipment, machine parts",Lifts and skip hoists
Machinery and transport equipment,"General industrial machinery and equipment, machine parts",Escalators and moving walkways
Machinery and transport equipment,"General industrial machinery and equipment, machine parts","Other lifting, handling, loading or unloading machinery"
Machinery and transport equipment,"General industrial machinery and equipment, machine parts",Parts suitable for use solely or principally with the machinery of pulley tackle and hoists; winches and capstans; jacks; hoists of a kind used for raising vehicles
Machinery and transport equipment,"General industrial machinery and equipment, machine parts",Parts suitable for use solely or principally with the machinery of trucks fitted with lifting or handling equipment
Machinery and transport equipment,"General industrial machinery and equipment, machine parts","Parts suitable for use solely or principally with the machinery of lifts, skip hoists or escalators"
Machinery and transport equipment,"General industrial machinery and equipment, machine parts","Parts suitable for use solely or principally with the machinery of other lifting, handling, loading or unloading machinery of continuous-action elevators and conveyors, for goods or materials, or other lifting, handling, loading or unloading machinery, n.e.s."
Machinery and transport equipment,"General industrial machinery and equipment, machine parts","Tools for working in the hand, pneumatic"
Machinery and transport equipment,"General industrial machinery and equipment, machine parts","Tools for working in the hand, with self-contained non- electric motor "
Machinery and transport equipment,"General industrial machinery and equipment, machine parts","Parts of the tools for working in the hand, pneumatic or with self- contained non-electric motor"
Machinery and transport equipment,"General industrial machinery and equipment, machine parts",Dishwashing machines (other than household-type)
Machinery and transport equipment,"General industrial machinery and equipment, machine parts",Machinery for cleaning or drying bottles or other containers
Machinery and transport equipment,"General industrial machinery and equipment, machine parts","Other dishwashing machines (other than household-type); machinery for cleaning or drying bottles or other containers; machinery for filling, closing, sealing, capsuling or labeling bottles, cans, boxes, bags, or other containers; other packing or wrapping machinery; machinery for aerating beverages"
Machinery and transport equipment,"General industrial machinery and equipment, machine parts","Parts of the machinery of dishwashing machines; cleaning or drying bottles or other containers; filling, closing, sealing, capsuling or labeling bottles, cans, boxes, bags, or other containers; other packing or wrapping machinery; for aerating beverages"
Machinery and transport equipment,"General industrial machinery and equipment, machine parts","Weighing machinery (excluding balances of a sensitivity of 5 cg or better, personal weighing-machines and household scales), including weight-operated counting and checking machines"
Machinery and transport equipment,"General industrial machinery and equipment, machine parts",Personal weighing-machines (including baby scales); household scales
Machinery and transport equipment,"General industrial machinery and equipment, machine parts","Weighing-machine weights of all kinds; parts of weighing machinery (excluding balances of a sensitivity of 5 cg or better), including weight-operated counting or checking machines; weighing-machine weights of all kinds"
Machinery and transport equipment,"General industrial machinery and equipment, machine parts","Fire extinguishers, whether or not charged"
Machinery and transport equipment,"General industrial machinery and equipment, machine parts",Spray-guns and similar appliances
Machinery and transport equipment,"General industrial machinery and equipment, machine parts",Steam or sandblasting machines and similar jet-projecting machines
Machinery and transport equipment,"General industrial machinery and equipment, machine parts","Agricultural or horticultural appliances for projecting, dispersing or spraying liquids or powders "
Machinery and transport equipment,"General industrial machinery and equipment, machine parts","Other appliances for projecting, dispersing or spraying liquids or powders"
Machinery and transport equipment,"General industrial machinery and equipment, machine parts","Parts of mechanical appliances (whether or not hand-operated) for projecting, dispersing or spraying liquids or powders; fire extinguishers, whether or not charged; spray- guns and similar appliances; steam or sandblasting machines and similar jet-projecting machines"
Machinery and transport equipment,"General industrial machinery and equipment, machine parts",Other non-electrical machines and parts thereof 
Machinery and transport equipment,"General industrial machinery and equipment, machine parts",Calendering or other rolling machines (other than for metals or glass)
Machinery and transport equipment,"General industrial machinery and equipment, machine parts",Cylinders and other parts for calendering or other rolling machines (other than for metals or glass)
Machinery and transport equipment,"General industrial machinery and equipment, machine parts","Automatic goods-vending machines (e.g., postage stamp, cigarette, food or beverage machines), including money- changing machines "
Machinery and transport equipment,"General industrial machinery and equipment, machine parts","Parts for automatic goods-vending machines, including money- changing machines"
Machinery and transport equipment,"General industrial machinery and equipment, machine parts",Ball-bearings
Machinery and transport equipment,"General industrial machinery and equipment, machine parts",Tapered roller bearings (including cone and tapered roller assemblies)
Machinery and transport equipment,"General industrial machinery and equipment, machine parts",Spherical roller bearings
Machinery and transport equipment,"General industrial machinery and equipment, machine parts",Needle roller bearings
Machinery and transport equipment,"General industrial machinery and equipment, machine parts",Other cylindrical roller bearings
Machinery and transport equipment,"General industrial machinery and equipment, machine parts",Other ball- or roller bearings (including combined ball- /roller bearings)
Machinery and transport equipment,"General industrial machinery and equipment, machine parts","Balls, needles and rollers"
Machinery and transport equipment,"General industrial machinery and equipment, machine parts",Other parts of ball- or roller bearings 
Machinery and transport equipment,"General industrial machinery and equipment, machine parts",Pressure-reducing valves
Machinery and transport equipment,"General industrial machinery and equipment, machine parts",Valves for oleohydraulic or pneumatic transmissions
Machinery and transport equipment,"General industrial machinery and equipment, machine parts",Check-valves
Machinery and transport equipment,"General industrial machinery and equipment, machine parts",Safety- or relief valves
Machinery and transport equipment,"General industrial machinery and equipment, machine parts","Taps, cocks, valves and similar appliances, n.e.s."
Machinery and transport equipment,"General industrial machinery and equipment, machine parts","Parts for the appliances of taps, cocks, valves and similar appliances for pipes, boiler shells, tanks, vats or the like, including pressure-reducing valves and thermostatically controlled valves"
Machinery and transport equipment,"General industrial machinery and equipment, machine parts",Transmission shafts (including camshafts and crankshafts) and cranks
Machinery and transport equipment,"General industrial machinery and equipment, machine parts","Bearing housings, incorporating ball- or roller bearings"
Machinery and transport equipment,"General industrial machinery and equipment, machine parts","Bearing housings, not incorporating ball- or roller bearings; plain shaft bearings "
Machinery and transport equipment,"General industrial machinery and equipment, machine parts",Roller chain
Machinery and transport equipment,"General industrial machinery and equipment, machine parts",Other articulated chain
Machinery and transport equipment,"General industrial machinery and equipment, machine parts",Parts of articulated link chain 
Machinery and transport equipment,"General industrial machinery and equipment, machine parts","Gears and gearing, other than toothed wheels, chain sprockets and other transmission elements presented separately; ball or roller screws; gear boxes and other speed changers, including torque converters "
Machinery and transport equipment,"General industrial machinery and equipment, machine parts",Flywheels and pulleys (including pulley blocks)
Machinery and transport equipment,"General industrial machinery and equipment, machine parts",Clutches and shaft couplings (including universal joints)
Machinery and transport equipment,"General industrial machinery and equipment, machine parts","Parts, n.e.s., for the machinery of transmission shafts and cranks; bearing housings and plain shaft bearings; gears and gearing; ball or roller screws; gear boxes and other speed changers (including torque converters); flywheels and pulleys (including pulley blocks); clutches and shaft couplings (including universal joints); articulated link chain"
Machinery and transport equipment,"General industrial machinery and equipment, machine parts",Moulding boxes for metal foundry 
Machinery and transport equipment,"General industrial machinery and equipment, machine parts",Mould bases
